-0.3740692,0.8649445,c
-0.1283646,-1.2126923,q
0.4162979,0.9675217,q
-0.9870148,0.0122833,c
0.9023285,-0.2845764,c
0.7044601,1.1313629,q
-0.5578613,-0.6970596,c
-0.5764008,0.4924774,c
-0.1712799,-0.9180832,c
-0.1309204,1.1408997,q
-0.5187225,1.0972977,q
0.5998993,0.2709961,c
0.1324844,1.019249,q
0.7346725,-1.0961151,q
-0.4133224,0.6453705,c
1.2151337,0.8126831,q
-0.586586,-0.4995728,c
-0.1527023,0.9077835,c
-0.0019836,-0.6479263,c
0.9368896,-1.0603714,q
0.2771378,0.771904,c
-1.1758423,-0.3866577,q
1.0348892,-0.0851059,q
0.2304459,1.0287094,q
-0.4843521,-0.8444214,c
0.3424072,-0.3371811,c
0.8456802,-0.4540634,c
0.1056671,-0.3977966,c
1.1187363,0.9141922,q
-0.2820587,-1.1511612,q
0.945282,-0.6127548,q
0.7104111,0.8570099,c
0.5649948,0.961113,q
0.8095169,-0.1515579,c
-0.6155014,0.373764,c
-1.1746979,0.9488678,q
0.5256653,-0.5913925,c
-0.0183487,0.1861954,c
-0.503006,-0.3480148,c
0.7040405,-0.9125519,q
-0.86483,0.1316071,c
0.3745651,-0.7215881,c
1.2129211,0.538559,q
0.9235001,0.0278091,c
0.7021332,0.4721451,c
1.0606766,-0.1867294,q
-0.6526184,-0.1842117,c
-0.721283,-0.2086639,c
-0.7561493,-0.4112244,c
-0.3190231,-0.8165741,c
-0.1255035,-0.1034546,c
1.0925293,0.8472061,q
-0.6884003,-0.2484894,c
-0.2959061,0.9962082,q
-0.424614,0.0380325,c
-1.2330246,-1.1571884,q
-0.1970673,-0.3787994,c
-0.6351852,0.1041794,c
0.4265976,0.9968185,q
0.8830643,-0.0180435,c
-0.1106262,1.1359406,q
0.8219528,-0.8565521,c
0.6853104,-0.0995636,c
-0.1710892,-0.8183289,c
0.9817505,0.136528,c
0.0263977,0.4004669,c
-0.7756042,0.4205322,c
0.7074356,0.0497818,c
0.4309082,0.8734894,c
0.6975555,0.1580429,c
-0.3870773,0.8323669,c
-0.4281998,-0.9008026,c
-0.4902649,-0.0600815,c
-0.9069061,0.6699753,q
0.4178238,-0.8498383,c
0.9388733,-0.6003571,q
-1.1972809,1.2234879,q
-0.4423904,0.189476,c
-0.3181839,-0.4734802,c
1.1081314,0.2616882,q
0.4385757,-0.7986069,c
0.6518936,0.7757187,c
0.434494,0.033493,c
-0.6615448,0.9760666,q
-0.0437164,0.4718018,c
0.5371857,0.6380081,c
0.6028748,-0.0333405,c
-0.025444,-1.1565399,q
-0.6287003,0.7746506,c
-0.3474808,-0.2291107,c
1.2428284,0.9936142,q
-0.1705551,-0.1317215,c
0.1900864,0.9276581,c
0.1734543,-0.8392715,c
-0.7012177,-0.7957458,c
1.2057877,0.4893875,q
0.1984787,-1.1841583,q
-1.0407257,-0.6899261,q
0.0958633,0.775795,c
-0.9719467,0.4204941,q
